enrolment_id,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,last_new_job,training_hours,target
23586,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,37,0
18548,Male,Has relevent experience,Full time course,Degree,STEM,6,0,98,0
27020,Male,Has relevent experience,no_enrollment,Masters,Arts,17,>4,43,0
13881,Male,Has relevent experience,no_enrollment,Degree,STEM,10,1,37,0
30144,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,3,158,0
30649,Female,Has relevent experience,Full time course,Degree,STEM,9,1,95,1
24266,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1,36,0
7472,Male,No relevent experience,Full time course,Degree,STEM,10,1,178,0
16397,Male,Has relevent experience,no_enrollment,Degree,STEM,14,1,6,0
24932,Male,No relevent experience,Full time course,Masters,Humanities,<1,0,112,1
14510,,Has relevent experience,Full time course,Masters,STEM,>20,>4,50,0
2766,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,107,0
7833,Male,Has relevent experience,no_enrollment,Masters,Humanities,13,1,50,0
15740,,Has relevent experience,no_enrollment,Degree,STEM,3,>4,332,1
27711,Male,Has relevent experience,no_enrollment,Degree,Business Degree,17,4,21,1
332,Male,No relevent experience,no_enrollment,Degree,STEM,4,2,46,0
26410,Male,Has relevent experience,no_enrollment,Degree,STEM,6,>4,112,0
11242,,No relevent experience,no_enrollment,High School,,3,0,48,0
6434,,Has relevent experience,no_enrollment,Degree,STEM,10,0,45,0
11761,Male,Has relevent experience,no_enrollment,Degree,STEM,5,1,39,0
32204,Male,Has relevent experience,no_enrollment,Degree,STEM,17,1,32,0
265,Male,Has relevent experience,no_enrollment,Masters,STEM,18,4,36,0
31216,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1,22,1
21953,,Has relevent experience,no_enrollment,Masters,STEM,3,1,11,0
16465,Male,Has relevent experience,no_enrollment,Masters,STEM,19,1,23,0
15464,Male,No relevent experience,no_enrollment,Degree,STEM,1,0,284,1
4265,Male,Has relevent experience,no_enrollment,Degree,STEM,11,3,51,1
31067,Male,Has relevent experience,no_enrollment,Degree,STEM,18,4,22,0
27573,Male,No relevent experience,Full time course,High School,,3,1,4,0
14446,Male,Has relevent experience,no_enrollment,Degree,STEM,7,0,55,1
31097,Male,Has relevent experience,no_enrollment,Degree,STEM,7,1,19,0
31901,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,104,0
29239,Male,No relevent experience,Full time course,High School,,7,1,206,0
26484,Male,Has relevent experience,no_enrollment,Masters,STEM,5,1,57,0
6926,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,58,0
18522,,No relevent experience,no_enrollment,Degree,STEM,16,,100,0
15605,,Has relevent experience,no_enrollment,Degree,STEM,3,2,5,1
11387,Male,No relevent experience,no_enrollment,Primary School,,3,0,23,0
24589,Male,No relevent experience,no_enrollment,Degree,STEM,8,2,18,0
31688,Male,No relevent experience,Full time course,Masters,Humanities,<1,1,150,0
22234,,Has relevent experience,no_enrollment,Degree,STEM,19,2,37,0
30179,,No relevent experience,no_enrollment,Degree,STEM,6,1,5,0
15463,,No relevent experience,Full time course,Degree,STEM,1,1,162,1
26063,,No relevent experience,Full time course,Degree,STEM,2,1,9,0
19674,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,3,0
11234,Male,Has relevent experience,no_enrollment,Degree,STEM,7,2,144,0
22492,Male,Has relevent experience,no_enrollment,Degree,STEM,3,>4,70,0
2042,Male,Has relevent experience,Full time course,,,11,2,125,0
14389,,Has relevent experience,,Degree,STEM,6,2,25,0
32,Male,Has relevent experience,no_enrollment,Degree,Business Degree,>20,2,180,1
16599,Male,Has relevent experience,no_enrollment,Degree,STEM,10,2,61,0
27211,,No relevent experience,Full time course,Degree,STEM,3,0,12,1
32203,Female,Has relevent experience,no_enrollment,Degree,STEM,12,2,45,0
17869,,No relevent experience,Full time course,Degree,STEM,4,3,12,0
4697,Male,No relevent experience,no_enrollment,,,1,1,96,0
13361,,Has relevent experience,no_enrollment,Masters,STEM,14,>4,123,0
6276,Male,No relevent experience,Full time course,High School,,7,2,28,0
32909,Male,No relevent experience,Full time course,Degree,STEM,4,1,41,1
22693,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,3,6,0
4326,,Has relevent experience,Full time course,Degree,STEM,6,2,30,0
23687,Male,No relevent experience,no_enrollment,Degree,STEM,4,1,45,0
26464,Male,Has relevent experience,Part time course,Degree,STEM,9,1,11,0
29699,,Has relevent experience,Part time course,Degree,STEM,6,2,136,0
9643,,Has relevent experience,no_enrollment,Masters,STEM,14,1,40,0
18532,Male,Has relevent experience,Full time course,Degree,STEM,3,1,45,1
9046,Male,Has relevent experience,no_enrollment,Degree,STEM,6,1,104,0
14447,Male,Has relevent experience,no_enrollment,High School,,16,>4,48,0
29947,Male,Has relevent experience,no_enrollment,Degree,STEM,10,1,24,0
3472,Male,Has relevent experience,no_enrollment,High School,,>20,>4,54,1
19514,,Has relevent experience,no_enrollment,Masters,STEM,3,2,110,1
28213,Male,No relevent experience,Full time course,Degree,STEM,2,1,50,1
32588,Male,Has relevent experience,no_enrollment,Degree,STEM,10,1,216,1
12746,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,99,0
7003,,Has relevent experience,no_enrollment,Degree,STEM,10,1,78,1
325,Male,No relevent experience,Full time course,Degree,STEM,10,0,29,0
25874,Male,No relevent experience,Full time course,Degree,STEM,16,2,13,0
31085,Male,Has relevent experience,no_enrollment,Degree,Humanities,>20,2,18,0
25221,,Has relevent experience,no_enrollment,Degree,STEM,8,0,110,0
17266,Male,Has relevent experience,Part time course,Degree,STEM,9,1,114,0
9547,,Has relevent experience,no_enrollment,Masters,STEM,14,>4,65,1
23522,Male,Has relevent experience,no_enrollment,Masters,STEM,8,4,130,0
32628,Male,Has relevent experience,Full time course,Degree,STEM,7,1,87,1
9632,Female,No relevent experience,no_enrollment,Phd,STEM,8,1,3,0
27129,Male,No relevent experience,Full time course,Degree,STEM,4,2,84,1
27359,Male,Has relevent experience,Part time course,Masters,STEM,9,3,10,1
25765,Male,No relevent experience,no_enrollment,Degree,Humanities,17,4,34,1
1128,,Has relevent experience,no_enrollment,Degree,STEM,>20,4,12,1
26707,Male,Has relevent experience,Full time course,Degree,STEM,6,1,54,0
19573,Male,Has relevent experience,Full time course,Degree,STEM,11,2,20,1
9769,Female,Has relevent experience,no_enrollment,Phd,STEM,5,2,82,0
23695,Male,No relevent experience,Full time course,Degree,STEM,3,0,22,0
14825,Female,Has relevent experience,no_enrollment,Degree,STEM,20,2,6,0
32952,Male,No relevent experience,no_enrollment,Degree,STEM,5,2,36,1
14251,,Has relevent experience,no_enrollment,Degree,STEM,7,2,21,0
12547,Male,Has relevent experience,no_enrollment,High School,,18,2,17,0
25929,Male,Has relevent experience,no_enrollment,Degree,STEM,6,1,102,0
14509,Male,Has relevent experience,Part time course,Degree,STEM,5,>4,78,0
12010,,No relevent experience,no_enrollment,Degree,STEM,18,>4,18,1
10388,Female,Has relevent experience,no_enrollment,Degree,STEM,2,1,40,0
11784,Male,Has relevent experience,no_enrollment,Degree,STEM,9,1,42,1
20581,Male,Has relevent experience,Full time course,Degree,STEM,1,1,48,1
8120,,Has relevent experience,no_enrollment,Degree,STEM,4,2,160,0
10458,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,3,4,0
8258,Male,No relevent experience,Part time course,High School,,2,0,180,0
32782,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1,26,1
19515,Male,No relevent experience,Full time course,Degree,STEM,5,0,6,1
15642,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,124,0
31424,,No relevent experience,Full time course,High School,,10,1,82,1
12329,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,24,0
5121,,No relevent experience,Full time course,Masters,STEM,5,1,196,0
16750,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,72,0
26173,Male,No relevent experience,no_enrollment,High School,,<1,0,51,0
19823,,Has relevent experience,no_enrollment,Degree,STEM,5,1,37,0
11967,,No relevent experience,Full time course,High School,,6,1,74,0
24269,Male,Has relevent experience,no_enrollment,High School,,19,2,7,1
17084,Male,Has relevent experience,no_enrollment,High School,,6,2,32,0
27371,Female,No relevent experience,no_enrollment,Degree,STEM,10,2,87,1
2595,Male,Has relevent experience,Full time course,High School,,3,1,16,0
25233,,Has relevent experience,no_enrollment,Masters,STEM,<1,0,118,1
13805,Male,Has relevent experience,Part time course,Degree,STEM,4,1,236,0
17663,Male,Has relevent experience,Full time course,Degree,STEM,4,1,65,0
16590,Male,Has relevent experience,no_enrollment,Degree,STEM,3,1,290,1
11808,Male,No relevent experience,no_enrollment,Degree,STEM,5,3,22,0
6205,Male,Has relevent experience,no_enrollment,Degree,STEM,13,>4,8,0
3176,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,7,0
2959,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,1,76,0
32754,Male,Has relevent experience,Full time course,Degree,STEM,5,4,160,1
29173,Male,Has relevent experience,Part time course,Degree,STEM,4,1,92,0
16055,Male,Has relevent experience,no_enrollment,Degree,STEM,10,1,127,0
33092,Male,No relevent experience,Full time course,Degree,STEM,6,0,84,0
31490,Male,Has relevent experience,no_enrollment,Degree,STEM,6,1,101,0
16012,Male,Has relevent experience,no_enrollment,Degree,STEM,18,1,28,0
30762,Male,Has relevent experience,Full time course,Masters,STEM,1,1,182,1
30322,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,29,0
1144,Male,Has relevent experience,no_enrollment,Degree,STEM,11,1,15,1
4342,Male,No relevent experience,no_enrollment,Degree,Business Degree,2,1,202,0
12950,Male,Has relevent experience,no_enrollment,Degree,STEM,7,1,11,0
15792,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,92,0
30274,,Has relevent experience,Part time course,Degree,Other,1,0,156,0
23600,Male,Has relevent experience,no_enrollment,Degree,STEM,18,1,56,0
30890,Male,No relevent experience,,High School,,9,0,46,0
23017,Male,Has relevent experience,no_enrollment,Degree,STEM,5,2,70,1
20749,Male,Has relevent experience,no_enrollment,Degree,STEM,7,2,68,0
27087,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,42,0
29362,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,4,90,0
19228,Male,Has relevent experience,no_enrollment,Degree,Humanities,5,4,25,0
13778,,Has relevent experience,Full time course,High School,,7,0,117,0
204,Male,Has relevent experience,Full time course,High School,,3,1,23,0
32171,Male,Has relevent experience,no_enrollment,Masters,STEM,18,2,47,0
8535,,No relevent experience,no_enrollment,High School,,6,0,31,1
24323,Male,Has relevent experience,no_enrollment,Degree,STEM,3,1,61,1
23612,Male,Has relevent experience,Full time course,Degree,STEM,5,1,53,0
17552,,Has relevent experience,Full time course,,,<1,,18,0
27162,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,65,0
11525,,No relevent experience,Part time course,Degree,STEM,<1,0,20,1
16025,Male,No relevent experience,Full time course,Degree,STEM,10,0,87,0
22002,Male,Has relevent experience,no_enrollment,Degree,STEM,14,2,110,0
9088,Female,No relevent experience,Full time course,Degree,STEM,3,0,144,1
32738,Male,No relevent experience,Full time course,Degree,STEM,<1,0,114,0
22953,Male,Has relevent experience,no_enrollment,Degree,Humanities,10,>4,150,0
3246,Male,Has relevent experience,Full time course,,,14,1,43,1
3343,Male,No relevent experience,no_enrollment,Degree,STEM,>20,1,76,0
28152,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,>4,278,0
29591,,Has relevent experience,Full time course,Degree,STEM,<1,>4,6,0
24159,,No relevent experience,Full time course,Degree,STEM,7,1,157,0
16442,,Has relevent experience,no_enrollment,Masters,STEM,7,1,102,0
13457,,No relevent experience,no_enrollment,Masters,STEM,14,>4,74,0
16672,,Has relevent experience,no_enrollment,Masters,STEM,14,,47,0
30780,Male,No relevent experience,no_enrollment,Degree,STEM,<1,1,17,1
19370,,No relevent experience,Full time course,High School,,2,0,260,0
12075,Male,Has relevent experience,no_enrollment,Degree,STEM,9,>4,78,0
17948,Male,Has relevent experience,Part time course,Degree,STEM,7,3,28,0
12455,,No relevent experience,Part time course,Degree,STEM,2,0,36,0
8224,Male,Has relevent experience,no_enrollment,Masters,STEM,3,0,39,0
6888,Male,No relevent experience,no_enrollment,High School,,5,2,106,0
30152,Male,Has relevent experience,Part time course,Degree,No Major,7,>4,22,0
19526,Male,Has relevent experience,no_enrollment,,,10,2,12,0
17772,Male,Has relevent experience,no_enrollment,Degree,STEM,5,1,21,1
13724,Male,No relevent experience,Full time course,Masters,STEM,9,2,2,0
32951,,No relevent experience,Full time course,Degree,STEM,1,1,6,1
24075,Male,Has relevent experience,Full time course,Degree,STEM,6,3,56,1
15716,,Has relevent experience,no_enrollment,Masters,Other,<1,1,40,0
23355,Male,No relevent experience,no_enrollment,Primary School,,<1,0,72,0
19212,Male,Has relevent experience,no_enrollment,Degree,STEM,10,1,118,0
7941,,Has relevent experience,Part time course,Masters,STEM,16,>4,206,0
24692,Male,Has relevent experience,Full time course,Degree,STEM,5,1,48,0
15308,Male,No relevent experience,,,,5,0,214,0
2407,Male,Has relevent experience,no_enrollment,Degree,STEM,10,1,20,0
9452,Male,Has relevent experience,no_enrollment,Degree,STEM,17,2,28,0
26459,,Has relevent experience,no_enrollment,Degree,STEM,2,,35,0
5451,,Has relevent experience,Part time course,Degree,STEM,6,1,160,0
20442,Female,Has relevent experience,no_enrollment,Masters,STEM,7,1,20,0
25381,Male,Has relevent experience,no_enrollment,Degree,STEM,9,>4,98,0
5657,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,16,0
12959,,No relevent experience,Full time course,Degree,STEM,<1,0,218,1
5233,Female,Has relevent experience,Full time course,Masters,STEM,9,4,101,1
28667,Male,No relevent experience,no_enrollment,Degree,Arts,1,1,55,0
12377,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,66,0
9981,Male,No relevent experience,Full time course,High School,,1,0,8,0
11575,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,12,0
4812,Male,Has relevent experience,no_enrollment,Degree,STEM,17,>4,128,0
13115,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1,14,0
5761,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1,109,0
4640,Male,Has relevent experience,no_enrollment,High School,,15,3,58,0
11220,,Has relevent experience,no_enrollment,Degree,STEM,13,1,80,0
2702,Male,No relevent experience,no_enrollment,High School,,6,1,34,0
26300,Male,Has relevent experience,Part time course,Degree,STEM,5,2,112,0
11253,,Has relevent experience,no_enrollment,Degree,STEM,5,1,156,0
32603,Male,Has relevent experience,Full time course,,,>20,1,39,0
30782,Male,No relevent experience,Full time course,Degree,Business Degree,>20,>4,10,0
16945,Male,No relevent experience,Full time course,Degree,STEM,4,1,9,0
23622,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,4,25,1
8295,Male,Has relevent experience,,Degree,STEM,9,2,114,0
10187,Male,Has relevent experience,no_enrollment,Degree,STEM,4,1,72,0
9522,,No relevent experience,Full time course,Masters,STEM,2,1,145,1
13501,Other,Has relevent experience,no_enrollment,Degree,STEM,7,>4,11,0
28491,Male,Has relevent experience,no_enrollment,High School,,10,4,36,0
2544,Other,No relevent experience,no_enrollment,Degree,Business Degree,18,>4,48,0
10869,,Has relevent experience,no_enrollment,High School,,3,2,64,0
10715,Male,Has relevent experience,no_enrollment,High School,,2,1,56,0
121,Male,Has relevent experience,no_enrollment,Degree,STEM,9,1,6,0
10750,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,26,1
9191,,No relevent experience,Full time course,Masters,STEM,12,1,152,0
8475,Male,Has relevent experience,no_enrollment,Degree,STEM,3,0,66,0
13258,Male,Has relevent experience,no_enrollment,Degree,STEM,11,>4,3,0
16547,,Has relevent experience,no_enrollment,Masters,STEM,5,0,22,0
10349,Male,Has relevent experience,Full time course,Masters,STEM,5,0,157,0
23925,Male,No relevent experience,no_enrollment,High School,,1,0,200,0
22559,,Has relevent experience,no_enrollment,Degree,STEM,6,2,144,1
33276,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,4,15,0
22546,Male,Has relevent experience,no_enrollment,Degree,STEM,<1,1,31,0
13672,,No relevent experience,Full time course,Masters,STEM,9,3,72,0
11774,Male,Has relevent experience,no_enrollment,Masters,STEM,8,>4,37,0
4720,,Has relevent experience,no_enrollment,High School,,6,1,105,0
31145,Male,No relevent experience,no_enrollment,Primary School,,8,0,22,0
3529,,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,160,0
25225,Male,Has relevent experience,no_enrollment,Degree,STEM,5,2,6,0
19004,Male,No relevent experience,Full time course,Degree,STEM,2,1,25,1
6637,,No relevent experience,Part time course,Masters,Business Degree,5,>4,9,0
32637,Male,No relevent experience,Full time course,Degree,STEM,2,0,98,1
26626,,Has relevent experience,Part time course,Degree,STEM,8,1,17,0
20763,Male,Has relevent experience,no_enrollment,Degree,STEM,8,>4,24,0
29923,Female,Has relevent experience,no_enrollment,Degree,STEM,13,1,109,1
18444,,No relevent experience,Full time course,High School,,4,,4,0
28835,Male,Has relevent experience,no_enrollment,Degree,STEM,3,1,44,1
16267,,No relevent experience,no_enrollment,High School,,3,0,4,0
2339,Male,Has relevent experience,no_enrollment,High School,,17,1,43,0
8932,Male,Has relevent experience,no_enrollment,Degree,STEM,8,2,10,1
16459,,Has relevent experience,no_enrollment,Degree,STEM,14,>4,66,0
3442,Male,Has relevent experience,no_enrollment,Degree,STEM,13,1,53,0
490,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,52,0
17061,Male,Has relevent experience,no_enrollment,Degree,STEM,4,2,36,0
10557,Female,Has relevent experience,Full time course,Masters,STEM,9,0,218,1
25162,,Has relevent experience,no_enrollment,Masters,STEM,12,1,135,0
8534,Male,Has relevent experience,no_enrollment,Degree,STEM,6,3,89,0
7301,Male,Has relevent experience,Full time course,Masters,STEM,10,2,38,0
6904,Other,Has relevent experience,Full time course,Degree,STEM,1,1,39,1
5332,Male,Has relevent experience,no_enrollment,Masters,STEM,12,2,18,0
29917,Male,No relevent experience,Full time course,Degree,STEM,4,1,14,1
23634,,Has relevent experience,Full time course,High School,,15,>4,41,0
21009,Male,Has relevent experience,no_enrollment,Degree,STEM,11,2,28,0
3475,Male,Has relevent experience,no_enrollment,,,>20,1,130,0
19787,,Has relevent experience,,Degree,STEM,4,3,11,0
6679,Male,Has relevent experience,no_enrollment,Degree,STEM,10,1,35,1
27169,,Has relevent experience,Full time course,Degree,STEM,5,,145,0
3588,,Has relevent experience,no_enrollment,,,18,,47,1
17843,,Has relevent experience,no_enrollment,Masters,STEM,9,1,2,0
1565,Male,No relevent experience,Full time course,High School,,6,0,56,0
12342,,No relevent experience,Full time course,,,<1,3,80,0
14910,Male,Has relevent experience,Part time course,Degree,STEM,14,>4,98,0
29638,,Has relevent experience,Full time course,Masters,STEM,8,2,24,0
1071,,No relevent experience,Full time course,High School,,3,1,3,0
10224,,Has relevent experience,no_enrollment,Masters,STEM,9,1,23,0
28002,Male,Has relevent experience,no_enrollment,Degree,Humanities,3,>4,68,1
17009,,Has relevent experience,no_enrollment,Masters,STEM,>20,3,43,0
13035,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1,34,0
2382,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1,48,0
13580,Male,Has relevent experience,no_enrollment,Degree,STEM,6,>4,107,0
17232,Male,Has relevent experience,no_enrollment,Degree,STEM,11,0,3,1
23909,Male,Has relevent experience,no_enrollment,Degree,STEM,12,>4,7,0
10377,Male,Has relevent experience,Full time course,Masters,STEM,18,1,170,1
22425,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,23,0
4306,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,1,50,0
141,Male,Has relevent experience,no_enrollment,Masters,STEM,8,2,10,0
29403,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,73,0
30520,Male,Has relevent experience,no_enrollment,Degree,STEM,6,2,130,0
26686,Male,Has relevent experience,no_enrollment,Degree,STEM,7,1,77,0
33206,Female,Has relevent experience,no_enrollment,Degree,STEM,>20,3,55,0
24361,Male,Has relevent experience,no_enrollment,Degree,STEM,10,>4,109,0
8045,,Has relevent experience,Full time course,Masters,STEM,3,1,129,1
12920,Male,Has relevent experience,no_enrollment,Masters,Other,>20,>4,70,0
18465,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1,133,0
18510,,Has relevent experience,no_enrollment,Masters,STEM,10,1,135,1
9729,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,4,18,0
31258,Male,No relevent experience,no_enrollment,Degree,No Major,7,4,5,1
7211,Male,No relevent experience,no_enrollment,High School,,<1,0,68,0
8162,Male,Has relevent experience,no_enrollment,Masters,STEM,8,2,111,0
6132,Male,Has relevent experience,no_enrollment,Degree,No Major,17,1,32,0
4097,Female,Has relevent experience,no_enrollment,Degree,STEM,9,1,41,0
24836,Male,No relevent experience,no_enrollment,,,5,0,62,0
33326,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,21,0
31294,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1,9,0
19341,,No relevent experience,Full time course,Degree,STEM,3,,7,1
17601,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,77,0
10366,,Has relevent experience,no_enrollment,Degree,STEM,17,>4,23,0
29587,,Has relevent experience,no_enrollment,High School,,9,2,3,0
31614,Male,Has relevent experience,no_enrollment,Degree,STEM,5,1,102,0
3368,,Has relevent experience,no_enrollment,Degree,STEM,16,1,107,0
1510,Male,No relevent experience,no_enrollment,Degree,No Major,>20,>4,4,0
12680,Male,Has relevent experience,no_enrollment,Masters,STEM,8,3,5,0
9734,,No relevent experience,Full time course,High School,,<1,0,20,0
32236,,No relevent experience,Full time course,High School,,6,1,16,1
32008,Male,Has relevent experience,no_enrollment,Masters,STEM,3,2,44,0
32639,Male,No relevent experience,no_enrollment,Primary School,,1,0,22,0
27632,,Has relevent experience,no_enrollment,Degree,No Major,10,1,52,0
20715,,No relevent experience,Full time course,Degree,No Major,2,1,68,0
3385,Male,Has relevent experience,no_enrollment,Degree,STEM,3,2,40,1
31812,Male,Has relevent experience,Full time course,Degree,STEM,3,1,84,1
22481,Male,Has relevent experience,no_enrollment,High School,,20,1,167,0
5946,Male,Has relevent experience,no_enrollment,Degree,STEM,13,1,70,0
3952,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,0,29,0
28234,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,27,0
30971,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1,62,1
1688,Male,No relevent experience,no_enrollment,Masters,STEM,9,0,53,0
1105,Female,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,34,0
18204,Male,Has relevent experience,Part time course,Degree,STEM,<1,1,54,1
7405,Male,No relevent experience,Full time course,Degree,STEM,5,1,23,0
28408,,Has relevent experience,no_enrollment,Degree,STEM,3,1,40,0
20719,,No relevent experience,Full time course,Degree,STEM,9,,48,0
14595,,Has relevent experience,Full time course,Degree,STEM,5,1,74,1
13438,Male,Has relevent experience,no_enrollment,Degree,STEM,11,0,166,1
31905,Female,No relevent experience,Full time course,Degree,STEM,6,1,57,0
22610,Male,No relevent experience,no_enrollment,Degree,STEM,>20,0,51,1
