enrolment_id,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,last_new_job,training_hours,target
27318,Male,Has relevent experience,Part time course,Degree,STEM,7,1,57,0
29684,,Has relevent experience,no_enrollment,Degree,STEM,2,1,30,0
9329,Male,Has relevent experience,no_enrollment,High School,,11,>4,44,0
14661,,Has relevent experience,Full time course,Masters,STEM,5,0,51,1
7783,Male,Has relevent experience,no_enrollment,Degree,STEM,7,2,240,1
7536,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,0,20,0
11415,Male,Has relevent experience,no_enrollment,Degree,STEM,2,2,22,1
11350,Male,Has relevent experience,Part time course,Degree,STEM,6,3,18,1
20762,Female,Has relevent experience,no_enrollment,Degree,STEM,4,1,2,0
3652,Male,Has relevent experience,no_enrollment,Masters,Arts,3,1,46,1
29420,,No relevent experience,Full time course,Degree,STEM,5,0,98,1
23002,Male,No relevent experience,Full time course,Degree,STEM,10,1,58,1
24667,,Has relevent experience,no_enrollment,Degree,STEM,7,1,29,0
19267,Male,Has relevent experience,no_enrollment,Degree,Other,15,1,116,1
566,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,27,0
13934,Male,Has relevent experience,no_enrollment,Degree,STEM,11,1,46,0
12226,Male,Has relevent experience,no_enrollment,Degree,STEM,16,>4,99,0
30319,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,2,38,0
8366,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1,67,0
8091,Male,Has relevent experience,no_enrollment,Masters,STEM,6,3,55,0
31417,,No relevent experience,Full time course,High School,,4,0,76,0
10552,Female,Has relevent experience,Full time course,Masters,STEM,7,1,50,1
22362,Male,No relevent experience,Full time course,Primary School,,7,0,18,0
11779,Male,No relevent experience,no_enrollment,Masters,STEM,11,>4,51,0
28993,Male,Has relevent experience,Full time course,Degree,Humanities,4,3,32,1
1196,Male,Has relevent experience,no_enrollment,Degree,Business Degree,>20,1,77,1
31637,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,3,0
2423,Female,Has relevent experience,no_enrollment,Degree,STEM,10,1,80,1
10003,Female,No relevent experience,no_enrollment,Masters,Humanities,3,2,21,0
31810,Male,Has relevent experience,no_enrollment,Degree,Humanities,>20,1,79,0
20541,,Has relevent experience,no_enrollment,Degree,STEM,2,1,37,1
2676,Male,Has relevent experience,Full time course,Masters,STEM,8,1,28,0
4268,Male,Has relevent experience,no_enrollment,Degree,Other,5,1,65,0
25554,Male,Has relevent experience,no_enrollment,Degree,STEM,3,3,55,0
22010,Male,Has relevent experience,no_enrollment,Degree,STEM,12,1,165,0
6726,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,1,30,0
14436,Male,Has relevent experience,no_enrollment,Masters,STEM,7,>4,139,0
29625,Male,No relevent experience,no_enrollment,Masters,STEM,>20,2,15,0
15418,Male,No relevent experience,no_enrollment,Masters,STEM,7,1,15,0
10754,,No relevent experience,Full time course,Degree,STEM,5,1,41,0
21977,Male,No relevent experience,no_enrollment,Degree,STEM,19,1,17,1
864,Male,Has relevent experience,Part time course,Degree,STEM,12,1,26,0
17413,,No relevent experience,no_enrollment,Degree,STEM,4,0,28,0
8868,Male,Has relevent experience,no_enrollment,Degree,STEM,18,>4,9,0
5893,Male,Has relevent experience,Part time course,Degree,STEM,7,1,46,0
23273,Male,No relevent experience,no_enrollment,Primary School,,4,1,108,0
3284,Male,Has relevent experience,no_enrollment,Degree,STEM,16,>4,64,0
21684,Female,Has relevent experience,no_enrollment,Degree,STEM,9,>4,6,0
21402,,Has relevent experience,no_enrollment,Degree,STEM,7,1,42,1
28082,Male,No relevent experience,no_enrollment,Degree,STEM,10,3,129,0
1786,Female,Has relevent experience,no_enrollment,Degree,STEM,>20,1,94,0
9123,Male,No relevent experience,no_enrollment,Degree,No Major,2,0,50,0
29360,Male,No relevent experience,no_enrollment,High School,,4,0,44,1
2692,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1,122,0
7474,Male,No relevent experience,Full time course,High School,,10,0,27,0
19458,Male,No relevent experience,no_enrollment,Masters,STEM,6,1,80,1
17623,,Has relevent experience,no_enrollment,Degree,STEM,5,,7,0
24447,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,182,0
847,Male,Has relevent experience,no_enrollment,Degree,Business Degree,16,1,20,0
26918,Male,No relevent experience,Full time course,Phd,STEM,5,1,13,1
7323,Male,Has relevent experience,no_enrollment,Degree,STEM,6,1,50,1
22400,Male,Has relevent experience,no_enrollment,Degree,STEM,2,1,48,1
5881,Male,Has relevent experience,no_enrollment,Degree,STEM,5,0,306,0
10765,,No relevent experience,no_enrollment,Masters,Humanities,5,4,18,0
2144,Male,Has relevent experience,no_enrollment,Masters,STEM,13,4,2,0
16826,Male,Has relevent experience,no_enrollment,Degree,STEM,15,4,20,0
30329,,No relevent experience,no_enrollment,Masters,STEM,>20,1,288,1
106,Male,No relevent experience,Part time course,Degree,STEM,12,4,81,0
17761,Female,Has relevent experience,no_enrollment,Degree,STEM,5,1,16,0
14246,Male,No relevent experience,Full time course,Degree,STEM,2,1,13,0
27966,,Has relevent experience,no_enrollment,Degree,STEM,4,1,36,1
27088,,No relevent experience,no_enrollment,Degree,STEM,4,4,32,0
5883,,Has relevent experience,no_enrollment,Degree,STEM,>20,,92,0
16064,Male,Has relevent experience,no_enrollment,Degree,STEM,8,1,220,0
11279,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,23,0
24122,Male,Has relevent experience,no_enrollment,Degree,STEM,18,>4,284,0
1998,Male,Has relevent experience,no_enrollment,Degree,STEM,15,1,21,0
30561,Male,Has relevent experience,no_enrollment,Degree,STEM,4,1,62,1
9629,Male,Has relevent experience,no_enrollment,Masters,STEM,14,4,166,1
14086,Male,Has relevent experience,no_enrollment,Degree,STEM,16,1,58,0
28613,Male,Has relevent experience,no_enrollment,High School,,15,>4,53,0
16853,Male,No relevent experience,no_enrollment,Degree,Humanities,>20,>4,34,0
31542,,Has relevent experience,no_enrollment,Masters,STEM,18,>4,58,1
7236,Male,Has relevent experience,no_enrollment,Masters,STEM,18,>4,15,0
1047,Male,Has relevent experience,no_enrollment,High School,,19,1,72,0
11995,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,3,12,0
18047,,Has relevent experience,Part time course,Masters,STEM,5,1,21,0
12890,,Has relevent experience,no_enrollment,Masters,STEM,8,1,165,0
15493,,Has relevent experience,Part time course,Degree,STEM,3,1,50,1
23726,,Has relevent experience,no_enrollment,Degree,STEM,14,2,18,0
8878,Male,No relevent experience,no_enrollment,Degree,STEM,2,2,113,1
31102,Male,No relevent experience,no_enrollment,Primary School,,5,0,20,0
781,Male,Has relevent experience,Part time course,Degree,STEM,11,2,26,0
17395,Male,Has relevent experience,no_enrollment,Degree,STEM,1,1,26,1
17185,Male,Has relevent experience,no_enrollment,Degree,Humanities,3,3,5,1
20309,,Has relevent experience,no_enrollment,Degree,STEM,10,1,44,0
31916,Male,Has relevent experience,no_enrollment,Masters,STEM,5,2,17,1
11181,,No relevent experience,Full time course,Degree,STEM,4,1,87,0
21259,Male,No relevent experience,Full time course,Degree,STEM,1,1,39,1
14677,Male,Has relevent experience,no_enrollment,Degree,STEM,14,2,107,0
951,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,13,0
1085,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,1,166,0
22396,Male,Has relevent experience,Part time course,Masters,STEM,7,1,56,0
21520,,Has relevent experience,Full time course,Degree,STEM,4,1,9,1
9308,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1,6,0
7961,,Has relevent experience,Full time course,Degree,STEM,5,1,86,0
21287,Male,Has relevent experience,Part time course,Degree,STEM,3,1,164,0
4996,,No relevent experience,Full time course,Degree,STEM,9,0,50,1
21765,,Has relevent experience,,Masters,Other,10,1,58,0
12681,Male,Has relevent experience,Full time course,High School,,1,1,86,0
20276,Male,No relevent experience,no_enrollment,Degree,STEM,10,>4,308,0
26706,Male,No relevent experience,Part time course,Masters,STEM,8,2,121,0
25021,,No relevent experience,Full time course,High School,,10,1,16,0
22205,Male,Has relevent experience,no_enrollment,Degree,STEM,7,2,160,0
27557,Male,Has relevent experience,no_enrollment,Degree,STEM,6,1,12,1
24789,Male,Has relevent experience,Full time course,Degree,STEM,>20,1,147,0
8196,Male,Has relevent experience,Full time course,Degree,STEM,>20,1,50,1
18614,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,29,0
29331,Male,Has relevent experience,no_enrollment,High School,,>20,1,246,0
29265,Male,Has relevent experience,Full time course,Degree,STEM,6,1,37,0
18206,,No relevent experience,Full time course,Degree,STEM,2,0,324,0
7350,Male,No relevent experience,Full time course,Degree,STEM,4,1,83,0
20882,,Has relevent experience,no_enrollment,Masters,STEM,13,1,202,0
12799,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,33,0
4547,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,>4,47,0
7450,Male,Has relevent experience,no_enrollment,Masters,STEM,16,2,24,1
5727,Male,Has relevent experience,no_enrollment,Degree,Business Degree,>20,>4,68,0
13703,Male,Has relevent experience,no_enrollment,Degree,STEM,14,4,166,0
16748,Male,Has relevent experience,no_enrollment,Degree,STEM,11,1,77,0
31618,Male,No relevent experience,no_enrollment,Primary School,,6,1,94,1
31845,Male,Has relevent experience,no_enrollment,Degree,STEM,8,0,18,1
6499,,Has relevent experience,no_enrollment,Degree,STEM,4,2,80,0
4383,,No relevent experience,no_enrollment,Degree,STEM,>20,>4,46,0
28093,Female,No relevent experience,Full time course,Masters,STEM,12,2,155,0
5204,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,>4,47,0
1017,Male,Has relevent experience,no_enrollment,Degree,STEM,5,4,156,1
16444,,Has relevent experience,no_enrollment,High School,,3,1,27,1
29190,Male,No relevent experience,,,,6,0,6,0
29948,,Has relevent experience,Part time course,Degree,STEM,6,0,58,1
23129,,No relevent experience,no_enrollment,Degree,STEM,8,,104,0
30986,Male,Has relevent experience,no_enrollment,Masters,STEM,15,3,57,0
24928,Male,Has relevent experience,Full time course,Masters,STEM,10,1,110,1
19968,Male,No relevent experience,no_enrollment,High School,,5,0,51,1
16217,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,1,17,0
4881,Male,Has relevent experience,no_enrollment,Degree,STEM,8,1,86,0
32739,,Has relevent experience,no_enrollment,Masters,STEM,8,2,36,0
11243,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,2,20,0
22346,Male,Has relevent experience,no_enrollment,Degree,STEM,9,1,66,0
30567,Male,Has relevent experience,no_enrollment,Masters,No Major,>20,>4,8,0
5443,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1,96,0
31308,Male,Has relevent experience,no_enrollment,Degree,STEM,6,1,32,0
19899,Male,No relevent experience,Full time course,High School,,10,1,109,1
11474,Male,Has relevent experience,no_enrollment,Degree,STEM,14,>4,19,0
29846,,No relevent experience,,Primary School,,2,0,167,0
23689,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,0,16,0
6103,,Has relevent experience,no_enrollment,Masters,STEM,4,1,18,0
30624,Male,No relevent experience,Full time course,High School,,4,0,10,0
18899,Male,Has relevent experience,no_enrollment,Degree,STEM,16,0,232,0
19862,Female,Has relevent experience,no_enrollment,Degree,STEM,1,1,125,0
28884,Male,Has relevent experience,Part time course,Degree,STEM,8,4,29,0
16421,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,1,33,1
24694,Male,Has relevent experience,no_enrollment,Degree,STEM,15,4,158,0
17331,,Has relevent experience,no_enrollment,Masters,STEM,>20,1,121,0
19994,Male,No relevent experience,no_enrollment,Degree,STEM,3,1,9,0
2140,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,1,9,0
10776,,Has relevent experience,no_enrollment,High School,,14,1,78,0
15619,,Has relevent experience,no_enrollment,Masters,STEM,7,1,57,0
29853,Male,Has relevent experience,no_enrollment,Degree,STEM,11,1,21,0
19777,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,43,0
1713,,Has relevent experience,no_enrollment,Degree,STEM,9,3,92,0
27726,Male,Has relevent experience,no_enrollment,High School,,17,1,50,0
5080,Male,Has relevent experience,no_enrollment,Degree,STEM,8,4,28,0
13052,Male,No relevent experience,no_enrollment,Degree,STEM,16,>4,192,1
954,Male,Has relevent experience,no_enrollment,Masters,STEM,15,>4,18,0
24271,Male,Has relevent experience,,Masters,STEM,2,1,174,1
33132,Male,Has relevent experience,no_enrollment,Degree,STEM,9,2,133,1
22681,Male,Has relevent experience,Part time course,Degree,STEM,8,1,234,0
21687,,Has relevent experience,no_enrollment,Degree,STEM,10,>4,6,1
7866,Female,Has relevent experience,no_enrollment,Masters,STEM,10,4,180,0
33227,,No relevent experience,Full time course,Masters,STEM,<1,1,15,0
15172,Male,Has relevent experience,no_enrollment,Degree,STEM,11,>4,45,0
30547,,No relevent experience,Full time course,Degree,STEM,3,1,34,1
6147,Male,Has relevent experience,Part time course,Degree,STEM,15,1,51,0
374,Male,Has relevent experience,no_enrollment,Degree,STEM,9,2,27,0
4141,,Has relevent experience,no_enrollment,Degree,STEM,4,1,20,0
31736,Male,Has relevent experience,no_enrollment,Degree,STEM,7,>4,97,0
15368,,Has relevent experience,Part time course,Masters,STEM,>20,>4,33,0
13898,,Has relevent experience,Full time course,Degree,STEM,7,1,3,1
16864,Male,No relevent experience,Part time course,High School,,6,>4,63,1
10839,,No relevent experience,no_enrollment,Masters,STEM,3,1,29,0
26105,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,2,74,0
31184,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1,130,0
16734,,No relevent experience,no_enrollment,,,5,0,12,0
17717,Female,No relevent experience,no_enrollment,Degree,STEM,2,2,94,1
28328,Male,Has relevent experience,no_enrollment,High School,,10,4,38,0
14655,,Has relevent experience,no_enrollment,High School,,>20,>4,52,0
29296,Male,No relevent experience,no_enrollment,Masters,Other,5,1,100,0
18501,Male,Has relevent experience,no_enrollment,Degree,STEM,15,>4,6,0
8376,Female,No relevent experience,no_enrollment,Masters,Humanities,4,1,23,0
24327,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1,21,1
18231,Male,Has relevent experience,no_enrollment,Degree,STEM,4,1,78,0
17390,Male,Has relevent experience,no_enrollment,High School,,10,1,109,0
19014,,Has relevent experience,no_enrollment,Masters,STEM,10,2,3,0
1388,,Has relevent experience,no_enrollment,Degree,Arts,5,1,42,0
23166,Male,Has relevent experience,no_enrollment,Degree,STEM,4,1,53,0
14328,Male,Has relevent experience,no_enrollment,Degree,Business Degree,2,1,198,1
27851,Female,Has relevent experience,no_enrollment,Degree,STEM,16,>4,130,0
20798,Male,No relevent experience,no_enrollment,High School,,7,0,150,0
29293,Male,Has relevent experience,no_enrollment,High School,,16,1,143,0
23971,Female,No relevent experience,no_enrollment,Degree,STEM,3,1,72,0
29363,Male,No relevent experience,Full time course,Degree,STEM,4,0,113,1
18547,,Has relevent experience,no_enrollment,Degree,Other,<1,1,5,1
4507,Male,Has relevent experience,no_enrollment,High School,,16,2,34,0
5270,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,2,37,1
32709,Other,Has relevent experience,no_enrollment,Degree,STEM,7,2,22,0
13281,Male,No relevent experience,no_enrollment,High School,,9,0,144,0
23638,,Has relevent experience,no_enrollment,Degree,STEM,3,1,161,0
20024,Male,Has relevent experience,Full time course,Degree,STEM,>20,>4,52,0
30692,Male,No relevent experience,Full time course,Degree,STEM,4,1,13,1
23190,,Has relevent experience,no_enrollment,Masters,STEM,7,2,168,0
10727,Female,Has relevent experience,Part time course,Degree,STEM,18,0,38,0
15595,Male,Has relevent experience,no_enrollment,Degree,STEM,14,1,156,0
11183,Female,Has relevent experience,no_enrollment,Degree,STEM,>20,4,42,0
2740,,Has relevent experience,Full time course,Degree,STEM,5,0,69,0
33311,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,>4,55,0
9650,Male,Has relevent experience,no_enrollment,Degree,STEM,19,1,86,0
28439,Male,Has relevent experience,,Degree,STEM,7,1,194,0
4859,Male,Has relevent experience,Full time course,High School,,5,1,116,0
4152,,Has relevent experience,Full time course,Degree,STEM,4,4,152,0
14103,Male,Has relevent experience,Part time course,Degree,STEM,15,>4,328,0
31146,Male,Has relevent experience,Part time course,Degree,STEM,3,0,33,0
26211,Male,Has relevent experience,Full time course,Degree,STEM,6,2,23,1
27876,Male,Has relevent experience,no_enrollment,Degree,STEM,18,1,70,0
5224,Male,No relevent experience,no_enrollment,Degree,STEM,>20,1,12,0
39,,Has relevent experience,no_enrollment,Masters,Other,10,1,43,0
16890,Male,Has relevent experience,no_enrollment,Degree,STEM,2,2,112,1
8109,Male,Has relevent experience,no_enrollment,Degree,STEM,11,1,114,0
400,Male,Has relevent experience,no_enrollment,Degree,STEM,15,>4,23,0
15233,Male,No relevent experience,Part time course,Degree,Arts,4,1,111,1
18874,Male,Has relevent experience,no_enrollment,Degree,STEM,6,1,144,0
8526,,Has relevent experience,no_enrollment,Degree,STEM,7,1,43,0
24279,,Has relevent experience,no_enrollment,Degree,STEM,3,1,18,0
20047,Male,Has relevent experience,no_enrollment,Degree,STEM,6,1,11,0
4204,Male,Has relevent experience,Full time course,Primary School,,11,1,8,0
13646,Male,Has relevent experience,no_enrollment,Degree,STEM,3,1,10,0
19297,Male,Has relevent experience,no_enrollment,Degree,STEM,9,1,322,0
300,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,1,42,0
24525,,No relevent experience,no_enrollment,Masters,STEM,2,0,51,1
31909,Male,No relevent experience,Full time course,Degree,STEM,10,1,30,0
3102,Male,Has relevent experience,no_enrollment,Phd,STEM,18,1,256,0
3227,Male,No relevent experience,Part time course,Degree,STEM,8,2,6,0
11315,Male,No relevent experience,Full time course,Degree,STEM,4,4,24,1
1496,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1,20,0
9026,Male,Has relevent experience,no_enrollment,Degree,STEM,6,2,59,0
5348,Female,No relevent experience,Full time course,Degree,STEM,9,1,12,0
27958,Male,Has relevent experience,no_enrollment,Degree,STEM,12,4,89,0
9313,Male,Has relevent experience,no_enrollment,Degree,STEM,4,4,48,0
17645,Male,Has relevent experience,,,,12,>4,18,0
24736,Male,No relevent experience,Full time course,High School,,4,0,160,1
6347,Male,No relevent experience,no_enrollment,Masters,STEM,>20,>4,47,1
4930,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,4,28,0
23630,Male,No relevent experience,no_enrollment,High School,,<1,0,11,0
24379,Male,Has relevent experience,Full time course,Degree,STEM,6,0,118,0
15030,Other,Has relevent experience,,Degree,STEM,6,1,24,0
1115,,Has relevent experience,Part time course,Degree,STEM,3,2,8,1
125,,Has relevent experience,no_enrollment,Masters,STEM,7,2,22,0
8741,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,2,19,0
6158,Male,Has relevent experience,no_enrollment,High School,,>20,1,40,1
22509,,No relevent experience,Full time course,Masters,STEM,4,1,51,1
28998,Male,Has relevent experience,no_enrollment,Degree,STEM,11,>4,17,0
23404,Male,Has relevent experience,no_enrollment,Degree,STEM,11,1,12,0
17822,Male,No relevent experience,Full time course,Degree,STEM,2,1,68,1
15154,Male,Has relevent experience,no_enrollment,Degree,STEM,11,1,10,1
8673,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,3,74,0
1087,Male,Has relevent experience,no_enrollment,Degree,STEM,19,>4,163,0
5128,Male,No relevent experience,no_enrollment,Primary School,,<1,0,25,0
6507,,No relevent experience,Full time course,High School,,3,0,94,0
12141,,No relevent experience,no_enrollment,Degree,STEM,4,1,72,1
3444,Male,Has relevent experience,no_enrollment,Degree,STEM,14,1,146,0
31463,,No relevent experience,Full time course,Degree,STEM,1,0,16,1
25684,Male,Has relevent experience,no_enrollment,High School,,6,1,70,0
12965,,No relevent experience,Part time course,Primary School,,1,0,156,0
2669,,No relevent experience,,,,<1,0,9,0
21401,Male,Has relevent experience,no_enrollment,Masters,STEM,15,>4,128,0
6690,Male,Has relevent experience,no_enrollment,Degree,STEM,17,1,52,0
19223,,Has relevent experience,no_enrollment,Degree,STEM,10,1,45,0
15791,,Has relevent experience,no_enrollment,Degree,STEM,12,>4,64,1
14955,Male,Has relevent experience,Full time course,Degree,Humanities,3,1,164,0
23136,,No relevent experience,no_enrollment,Degree,,5,>4,43,0
3273,Male,Has relevent experience,no_enrollment,Degree,STEM,12,>4,141,0
25347,,No relevent experience,Full time course,Degree,,<1,1,46,0
4380,Male,Has relevent experience,no_enrollment,Degree,STEM,5,1,18,0
30315,,No relevent experience,no_enrollment,Degree,Other,9,3,31,0
12066,,Has relevent experience,no_enrollment,High School,,4,2,38,0
15616,,Has relevent experience,no_enrollment,High School,,>20,>4,12,0
2552,Male,Has relevent experience,no_enrollment,Masters,STEM,12,>4,16,0
15834,,No relevent experience,,,,5,0,30,0
24330,Male,Has relevent experience,no_enrollment,Degree,STEM,8,1,6,1
17032,Male,No relevent experience,no_enrollment,High School,,3,2,12,0
23819,Male,No relevent experience,Part time course,Degree,STEM,3,1,78,1
5044,Male,No relevent experience,no_enrollment,Degree,Arts,18,4,20,0
12661,Male,Has relevent experience,Part time course,Degree,STEM,19,>4,112,0
4739,Male,Has relevent experience,no_enrollment,,,3,1,51,1
13308,,Has relevent experience,no_enrollment,Degree,STEM,11,1,25,1
30744,Male,No relevent experience,Full time course,High School,,<1,1,87,1
23487,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,0,42,0
15096,Female,Has relevent experience,no_enrollment,Degree,STEM,17,>4,10,1
10566,,No relevent experience,Full time course,Degree,STEM,15,2,156,1
10743,Male,Has relevent experience,no_enrollment,Degree,No Major,2,1,31,0
29656,Male,Has relevent experience,no_enrollment,Degree,Arts,3,0,9,1
10867,,No relevent experience,,High School,,2,0,60,0
26290,Female,No relevent experience,Part time course,High School,,4,1,74,1
16115,Male,Has relevent experience,no_enrollment,Degree,STEM,20,2,104,0
4638,Male,Has relevent experience,Part time course,High School,,4,1,32,1
9235,Male,No relevent experience,,Degree,STEM,3,1,42,0
7936,Male,Has relevent experience,no_enrollment,Masters,STEM,8,2,124,0
24086,Male,No relevent experience,no_enrollment,Degree,STEM,10,1,50,0
13568,Male,Has relevent experience,no_enrollment,Degree,STEM,2,2,17,0
5432,,No relevent experience,no_enrollment,Degree,STEM,<1,2,25,0
5939,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,2,24,0
1339,Male,No relevent experience,Part time course,Degree,STEM,3,>4,16,1
20051,Male,Has relevent experience,no_enrollment,Degree,STEM,16,2,83,0
1775,Male,Has relevent experience,no_enrollment,Masters,STEM,10,>4,96,1
20521,Male,Has relevent experience,no_enrollment,Degree,STEM,12,1,98,1
13804,Male,Has relevent experience,no_enrollment,Primary School,,7,1,9,0
26999,Male,No relevent experience,Part time course,Degree,STEM,3,1,55,0
31482,Male,Has relevent experience,no_enrollment,Degree,STEM,2,1,9,0
11178,Male,Has relevent experience,no_enrollment,Degree,STEM,4,1,88,0
24443,,Has relevent experience,Full time course,Degree,STEM,6,4,107,0
497,Male,Has relevent experience,no_enrollment,Degree,STEM,>20,3,100,0
8924,,Has relevent experience,no_enrollment,Degree,STEM,4,1,98,0
6994,,Has relevent experience,,Masters,STEM,8,3,47,1
215,,Has relevent experience,Full time course,High School,,14,2,45,0
12193,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,77,0
3022,Male,Has relevent experience,no_enrollment,Degree,STEM,3,1,107,0
