Relative Compactness,Surface Area,Wall Area,Roof Area,Overall Height,Orientation,Glazing Area,Glazing Area Distribution,Heating Load
0.98,514.5,294,110.25,7,North,0.25,3,Mid-High
0.98,514.5,294,110.25,7,South,0.25,3,Mid-High
0.98,514.5,294,110.25,7,East,0.25,3,Mid-High
0.98,514.5,294,110.25,7,West,0.25,3,Mid-High
0.9,563.5,318.5,122.5,7,North,0.25,3,Mid-High
0.9,563.5,318.5,122.5,7,South,0.25,3,High
0.9,563.5,318.5,122.5,7,East,0.25,3,High
0.9,563.5,318.5,122.5,7,West,0.25,3,Mid-High
0.86,588,294,147,7,North,0.25,3,Mid-High
0.86,588,294,147,7,South,0.25,3,Mid-High
0.86,588,294,147,7,East,0.25,3,Mid-High
0.86,588,294,147,7,West,0.25,3,Mid-High
0.82,612.5,318.5,147,7,North,0.25,3,Mid-High
0.82,612.5,318.5,147,7,South,0.25,3,Mid-High
0.82,612.5,318.5,147,7,East,0.25,3,Mid-High
0.82,612.5,318.5,147,7,West,0.25,3,Mid-High
0.79,637,343,147,7,North,0.25,3,High
0.79,637,343,147,7,South,0.25,3,High
0.79,637,343,147,7,East,0.25,3,High
0.79,637,343,147,7,West,0.25,3,High
0.76,661.5,416.5,122.5,7,North,0.25,3,High
0.76,661.5,416.5,122.5,7,South,0.25,3,High
0.76,661.5,416.5,122.5,7,East,0.25,3,High
0.76,661.5,416.5,122.5,7,West,0.25,3,High
0.74,686,245,220.5,3.5,North,0.25,3,Low
0.74,686,245,220.5,3.5,South,0.25,3,Low
0.74,686,245,220.5,3.5,East,0.25,3,Low
0.74,686,245,220.5,3.5,West,0.25,3,Low
0.71,710.5,269.5,220.5,3.5,North,0.25,3,Low
0.71,710.5,269.5,220.5,3.5,South,0.25,3,Low
0.71,710.5,269.5,220.5,3.5,East,0.25,3,Low
0.71,710.5,269.5,220.5,3.5,West,0.25,3,Low
0.69,735,294,220.5,3.5,North,0.25,3,Low
0.69,735,294,220.5,3.5,South,0.25,3,Low
0.69,735,294,220.5,3.5,East,0.25,3,Low
0.69,735,294,220.5,3.5,West,0.25,3,Low
0.66,759.5,318.5,220.5,3.5,North,0.25,3,Low
0.66,759.5,318.5,220.5,3.5,South,0.25,3,Low
0.66,759.5,318.5,220.5,3.5,East,0.25,3,Low
0.66,759.5,318.5,220.5,3.5,West,0.25,3,Low
0.64,784,343,220.5,3.5,North,0.25,3,Mid-Low
0.64,784,343,220.5,3.5,South,0.25,3,Mid-Low
0.64,784,343,220.5,3.5,East,0.25,3,Mid-Low
0.64,784,343,220.5,3.5,West,0.25,3,Mid-Low
0.62,808.5,367.5,220.5,3.5,North,0.25,3,Low
0.62,808.5,367.5,220.5,3.5,South,0.25,3,Low
0.62,808.5,367.5,220.5,3.5,East,0.25,3,Low
0.62,808.5,367.5,220.5,3.5,West,0.25,3,Low
0.98,514.5,294,110.25,7,North,0.25,4,Mid-High
0.98,514.5,294,110.25,7,South,0.25,4,Mid-High
0.98,514.5,294,110.25,7,East,0.25,4,Mid-High
0.98,514.5,294,110.25,7,West,0.25,4,Mid-High
0.9,563.5,318.5,122.5,7,North,0.25,4,High
0.9,563.5,318.5,122.5,7,South,0.25,4,Mid-High
0.9,563.5,318.5,122.5,7,East,0.25,4,Mid-High
0.9,563.5,318.5,122.5,7,West,0.25,4,High
0.86,588,294,147,7,North,0.25,4,Mid-High
0.86,588,294,147,7,South,0.25,4,Mid-High
0.86,588,294,147,7,East,0.25,4,Mid-High
0.86,588,294,147,7,West,0.25,4,Mid-High
0.82,612.5,318.5,147,7,North,0.25,4,Mid-High
0.82,612.5,318.5,147,7,South,0.25,4,Mid-High
0.82,612.5,318.5,147,7,East,0.25,4,Mid-High
0.82,612.5,318.5,147,7,West,0.25,4,Mid-High
0.79,637,343,147,7,North,0.25,4,High
0.79,637,343,147,7,South,0.25,4,High
0.79,637,343,147,7,East,0.25,4,High
0.79,637,343,147,7,West,0.25,4,High
0.76,661.5,416.5,122.5,7,North,0.25,4,High
0.76,661.5,416.5,122.5,7,South,0.25,4,High
0.76,661.5,416.5,122.5,7,East,0.25,4,High
0.76,661.5,416.5,122.5,7,West,0.25,4,High
0.74,686,245,220.5,3.5,North,0.25,4,Low
0.74,686,245,220.5,3.5,South,0.25,4,Low
0.74,686,245,220.5,3.5,East,0.25,4,Low
0.74,686,245,220.5,3.5,West,0.25,4,Low
0.71,710.5,269.5,220.5,3.5,North,0.25,4,Low
0.71,710.5,269.5,220.5,3.5,South,0.25,4,Low
0.71,710.5,269.5,220.5,3.5,East,0.25,4,Low
0.71,710.5,269.5,220.5,3.5,West,0.25,4,Low
0.69,735,294,220.5,3.5,North,0.25,4,Low
0.69,735,294,220.5,3.5,South,0.25,4,Low
0.69,735,294,220.5,3.5,East,0.25,4,Low
0.69,735,294,220.5,3.5,West,0.25,4,Low
0.66,759.5,318.5,220.5,3.5,North,0.25,4,Low
0.66,759.5,318.5,220.5,3.5,South,0.25,4,Low
0.66,759.5,318.5,220.5,3.5,East,0.25,4,Low
0.66,759.5,318.5,220.5,3.5,West,0.25,4,Low
0.64,784,343,220.5,3.5,North,0.25,4,Mid-Low
0.64,784,343,220.5,3.5,South,0.25,4,Mid-Low
0.64,784,343,220.5,3.5,East,0.25,4,Mid-Low
0.64,784,343,220.5,3.5,West,0.25,4,Mid-Low
0.62,808.5,367.5,220.5,3.5,North,0.25,4,Low
0.62,808.5,367.5,220.5,3.5,South,0.25,4,Mid-Low
0.62,808.5,367.5,220.5,3.5,East,0.25,4,Mid-Low
0.62,808.5,367.5,220.5,3.5,West,0.25,4,Mid-Low
0.98,514.5,294,110.25,7,North,0.25,5,Mid-High
0.98,514.5,294,110.25,7,South,0.25,5,Mid-High
0.98,514.5,294,110.25,7,East,0.25,5,Mid-High
0.98,514.5,294,110.25,7,West,0.25,5,Mid-High
0.9,563.5,318.5,122.5,7,North,0.25,5,High
0.9,563.5,318.5,122.5,7,South,0.25,5,High
0.9,563.5,318.5,122.5,7,East,0.25,5,Mid-High
0.9,563.5,318.5,122.5,7,West,0.25,5,High
0.86,588,294,147,7,North,0.25,5,Mid-High
0.86,588,294,147,7,South,0.25,5,Mid-High
0.86,588,294,147,7,East,0.25,5,Mid-High
0.86,588,294,147,7,West,0.25,5,Mid-High
0.82,612.5,318.5,147,7,North,0.25,5,Mid-High
0.82,612.5,318.5,147,7,South,0.25,5,Mid-High
0.82,612.5,318.5,147,7,East,0.25,5,Mid-High
0.82,612.5,318.5,147,7,West,0.25,5,Mid-High
0.79,637,343,147,7,North,0.25,5,High
0.79,637,343,147,7,South,0.25,5,High
0.79,637,343,147,7,East,0.25,5,High
0.79,637,343,147,7,West,0.25,5,High
0.76,661.5,416.5,122.5,7,North,0.25,5,High
0.76,661.5,416.5,122.5,7,South,0.25,5,High
0.76,661.5,416.5,122.5,7,East,0.25,5,High
0.76,661.5,416.5,122.5,7,West,0.25,5,High
0.74,686,245,220.5,3.5,North,0.25,5,Low
0.74,686,245,220.5,3.5,South,0.25,5,Low
0.74,686,245,220.5,3.5,East,0.25,5,Low
0.74,686,245,220.5,3.5,West,0.25,5,Low
0.71,710.5,269.5,220.5,3.5,North,0.25,5,Low
0.71,710.5,269.5,220.5,3.5,South,0.25,5,Low
0.71,710.5,269.5,220.5,3.5,East,0.25,5,Low
0.71,710.5,269.5,220.5,3.5,West,0.25,5,Low
0.69,735,294,220.5,3.5,North,0.25,5,Low
0.69,735,294,220.5,3.5,South,0.25,5,Low
0.69,735,294,220.5,3.5,East,0.25,5,Low
0.69,735,294,220.5,3.5,West,0.25,5,Low
0.66,759.5,318.5,220.5,3.5,North,0.25,5,Low
0.66,759.5,318.5,220.5,3.5,South,0.25,5,Low
0.66,759.5,318.5,220.5,3.5,East,0.25,5,Low
0.66,759.5,318.5,220.5,3.5,West,0.25,5,Low
0.64,784,343,220.5,3.5,North,0.25,5,Mid-Low
0.64,784,343,220.5,3.5,South,0.25,5,Mid-Low
0.64,784,343,220.5,3.5,East,0.25,5,Mid-Low
0.64,784,343,220.5,3.5,West,0.25,5,Mid-Low
0.62,808.5,367.5,220.5,3.5,North,0.25,5,Low
0.62,808.5,367.5,220.5,3.5,South,0.25,5,Low
0.62,808.5,367.5,220.5,3.5,East,0.25,5,Low
0.62,808.5,367.5,220.5,3.5,West,0.25,5,Low
0.98,514.5,294,110.25,7,North,0.4,1,Mid-High
0.98,514.5,294,110.25,7,South,0.4,1,Mid-High
0.98,514.5,294,110.25,7,East,0.4,1,High
0.98,514.5,294,110.25,7,West,0.4,1,High
0.9,563.5,318.5,122.5,7,North,0.4,1,High
0.9,563.5,318.5,122.5,7,South,0.4,1,High
0.9,563.5,318.5,122.5,7,East,0.4,1,High
0.9,563.5,318.5,122.5,7,West,0.4,1,High
0.86,588,294,147,7,North,0.4,1,Mid-High
0.86,588,294,147,7,South,0.4,1,High
0.86,588,294,147,7,East,0.4,1,Mid-High
0.86,588,294,147,7,West,0.4,1,Mid-High
0.82,612.5,318.5,147,7,North,0.4,1,Mid-High
0.82,612.5,318.5,147,7,South,0.4,1,Mid-High
0.82,612.5,318.5,147,7,East,0.4,1,Mid-High
0.82,612.5,318.5,147,7,West,0.4,1,Mid-High
0.79,637,343,147,7,North,0.4,1,High
0.79,637,343,147,7,South,0.4,1,High
0.79,637,343,147,7,East,0.4,1,High
0.79,637,343,147,7,West,0.4,1,High
0.76,661.5,416.5,122.5,7,North,0.4,1,High
0.76,661.5,416.5,122.5,7,South,0.4,1,High
0.76,661.5,416.5,122.5,7,East,0.4,1,High
0.76,661.5,416.5,122.5,7,West,0.4,1,High
0.74,686,245,220.5,3.5,North,0.4,1,Low
0.74,686,245,220.5,3.5,South,0.4,1,Mid-Low
0.74,686,245,220.5,3.5,East,0.4,1,Low
0.74,686,245,220.5,3.5,West,0.4,1,Low
0.71,710.5,269.5,220.5,3.5,North,0.4,1,Low
0.71,710.5,269.5,220.5,3.5,South,0.4,1,Low
0.71,710.5,269.5,220.5,3.5,East,0.4,1,Low
0.71,710.5,269.5,220.5,3.5,West,0.4,1,Low
0.69,735,294,220.5,3.5,North,0.4,1,Low
0.69,735,294,220.5,3.5,South,0.4,1,Mid-Low
0.69,735,294,220.5,3.5,East,0.4,1,Low
0.69,735,294,220.5,3.5,West,0.4,1,Low
0.66,759.5,318.5,220.5,3.5,North,0.4,1,Mid-Low
0.66,759.5,318.5,220.5,3.5,South,0.4,1,Mid-Low
0.66,759.5,318.5,220.5,3.5,East,0.4,1,Mid-Low
0.66,759.5,318.5,220.5,3.5,West,0.4,1,Mid-Low
0.64,784,343,220.5,3.5,North,0.4,1,Mid-Low
0.64,784,343,220.5,3.5,South,0.4,1,Mid-Low
0.64,784,343,220.5,3.5,East,0.4,1,Mid-Low
0.64,784,343,220.5,3.5,West,0.4,1,Mid-Low
0.62,808.5,367.5,220.5,3.5,North,0.4,1,Mid-Low
0.62,808.5,367.5,220.5,3.5,South,0.4,1,Mid-Low
0.62,808.5,367.5,220.5,3.5,East,0.4,1,Mid-Low
0.62,808.5,367.5,220.5,3.5,West,0.4,1,Mid-Low
0.98,514.5,294,110.25,7,North,0.4,2,High
0.98,514.5,294,110.25,7,South,0.4,2,High
0.98,514.5,294,110.25,7,East,0.4,2,Mid-High
0.98,514.5,294,110.25,7,West,0.4,2,High
0.9,563.5,318.5,122.5,7,North,0.4,2,High
0.9,563.5,318.5,122.5,7,South,0.4,2,High
0.9,563.5,318.5,122.5,7,East,0.4,2,High
0.9,563.5,318.5,122.5,7,West,0.4,2,High
0.86,588,294,147,7,North,0.4,2,High
0.86,588,294,147,7,South,0.4,2,High
0.86,588,294,147,7,East,0.4,2,Mid-High
0.86,588,294,147,7,West,0.4,2,Mid-High
0.82,612.5,318.5,147,7,North,0.4,2,Mid-High
0.82,612.5,318.5,147,7,South,0.4,2,Mid-High
0.82,612.5,318.5,147,7,East,0.4,2,Mid-High
0.82,612.5,318.5,147,7,West,0.4,2,Mid-High
0.79,637,343,147,7,North,0.4,2,High
0.79,637,343,147,7,South,0.4,2,High
0.79,637,343,147,7,East,0.4,2,High
0.79,637,343,147,7,West,0.4,2,High
0.76,661.5,416.5,122.5,7,North,0.4,2,High
0.76,661.5,416.5,122.5,7,South,0.4,2,High
0.76,661.5,416.5,122.5,7,East,0.4,2,High
0.76,661.5,416.5,122.5,7,West,0.4,2,High
0.74,686,245,220.5,3.5,North,0.4,2,Low
0.74,686,245,220.5,3.5,South,0.4,2,Low
0.74,686,245,220.5,3.5,East,0.4,2,Low
0.74,686,245,220.5,3.5,West,0.4,2,Low
0.71,710.5,269.5,220.5,3.5,North,0.4,2,Mid-Low
0.71,710.5,269.5,220.5,3.5,South,0.4,2,Mid-Low
0.71,710.5,269.5,220.5,3.5,East,0.4,2,Low
0.71,710.5,269.5,220.5,3.5,West,0.4,2,Mid-Low
0.69,735,294,220.5,3.5,North,0.4,2,Mid-Low
0.69,735,294,220.5,3.5,South,0.4,2,Mid-Low
0.69,735,294,220.5,3.5,East,0.4,2,Low
0.69,735,294,220.5,3.5,West,0.4,2,Mid-Low
0.66,759.5,318.5,220.5,3.5,North,0.4,2,Mid-Low
0.66,759.5,318.5,220.5,3.5,South,0.4,2,Mid-Low
0.66,759.5,318.5,220.5,3.5,East,0.4,2,Mid-Low
0.66,759.5,318.5,220.5,3.5,West,0.4,2,Mid-Low
0.64,784,343,220.5,3.5,North,0.4,2,Mid-Low
0.64,784,343,220.5,3.5,South,0.4,2,Mid-Low
0.64,784,343,220.5,3.5,East,0.4,2,Mid-Low
0.64,784,343,220.5,3.5,West,0.4,2,Mid-Low
0.62,808.5,367.5,220.5,3.5,North,0.4,2,Mid-Low
0.62,808.5,367.5,220.5,3.5,South,0.4,2,Mid-Low
0.62,808.5,367.5,220.5,3.5,East,0.4,2,Mid-Low
0.62,808.5,367.5,220.5,3.5,West,0.4,2,Mid-Low
0.98,514.5,294,110.25,7,North,0.4,3,High
0.98,514.5,294,110.25,7,South,0.4,3,High
0.98,514.5,294,110.25,7,East,0.4,3,Mid-High
0.98,514.5,294,110.25,7,West,0.4,3,High
0.9,563.5,318.5,122.5,7,North,0.4,3,High
0.9,563.5,318.5,122.5,7,South,0.4,3,High
0.9,563.5,318.5,122.5,7,East,0.4,3,High
0.9,563.5,318.5,122.5,7,West,0.4,3,High
0.86,588,294,147,7,North,0.4,3,Mid-High
0.86,588,294,147,7,South,0.4,3,Mid-High
0.86,588,294,147,7,East,0.4,3,Mid-High
0.86,588,294,147,7,West,0.4,3,Mid-High
0.82,612.5,318.5,147,7,North,0.4,3,Mid-High
0.82,612.5,318.5,147,7,South,0.4,3,Mid-High
0.82,612.5,318.5,147,7,East,0.4,3,Mid-High
0.82,612.5,318.5,147,7,West,0.4,3,Mid-High
0.79,637,343,147,7,North,0.4,3,High
0.79,637,343,147,7,South,0.4,3,High
0.79,637,343,147,7,East,0.4,3,High
0.79,637,343,147,7,West,0.4,3,High
0.76,661.5,416.5,122.5,7,North,0.4,3,High
0.76,661.5,416.5,122.5,7,South,0.4,3,High
0.76,661.5,416.5,122.5,7,East,0.4,3,High
0.76,661.5,416.5,122.5,7,West,0.4,3,High
0.74,686,245,220.5,3.5,North,0.4,3,Low
0.74,686,245,220.5,3.5,South,0.4,3,Low
0.74,686,245,220.5,3.5,East,0.4,3,Low
0.74,686,245,220.5,3.5,West,0.4,3,Low
0.71,710.5,269.5,220.5,3.5,North,0.4,3,Low
0.71,710.5,269.5,220.5,3.5,South,0.4,3,Low
0.71,710.5,269.5,220.5,3.5,East,0.4,3,Low
0.71,710.5,269.5,220.5,3.5,West,0.4,3,Low
0.69,735,294,220.5,3.5,North,0.4,3,Low
0.69,735,294,220.5,3.5,South,0.4,3,Low
0.69,735,294,220.5,3.5,East,0.4,3,Low
0.69,735,294,220.5,3.5,West,0.4,3,Low
0.66,759.5,318.5,220.5,3.5,North,0.4,3,Mid-Low
0.66,759.5,318.5,220.5,3.5,South,0.4,3,Mid-Low
0.66,759.5,318.5,220.5,3.5,East,0.4,3,Mid-Low
0.66,759.5,318.5,220.5,3.5,West,0.4,3,Mid-Low
0.64,784,343,220.5,3.5,North,0.4,3,Mid-Low
0.64,784,343,220.5,3.5,South,0.4,3,Mid-Low
0.64,784,343,220.5,3.5,East,0.4,3,Mid-Low
0.64,784,343,220.5,3.5,West,0.4,3,Mid-Low
0.62,808.5,367.5,220.5,3.5,North,0.4,3,Mid-Low
0.62,808.5,367.5,220.5,3.5,South,0.4,3,Mid-Low
0.62,808.5,367.5,220.5,3.5,East,0.4,3,Mid-Low
0.62,808.5,367.5,220.5,3.5,West,0.4,3,Mid-Low
0.98,514.5,294,110.25,7,North,0.4,4,High
0.98,514.5,294,110.25,7,South,0.4,4,High
0.98,514.5,294,110.25,7,East,0.4,4,Mid-High
0.98,514.5,294,110.25,7,West,0.4,4,High
0.9,563.5,318.5,122.5,7,North,0.4,4,High
0.9,563.5,318.5,122.5,7,South,0.4,4,High
0.9,563.5,318.5,122.5,7,East,0.4,4,High
0.9,563.5,318.5,122.5,7,West,0.4,4,High
0.86,588,294,147,7,North,0.4,4,High
0.86,588,294,147,7,South,0.4,4,Mid-High
0.86,588,294,147,7,East,0.4,4,Mid-High
0.86,588,294,147,7,West,0.4,4,High
0.82,612.5,318.5,147,7,North,0.4,4,Mid-High
0.82,612.5,318.5,147,7,South,0.4,4,Mid-High
0.82,612.5,318.5,147,7,East,0.4,4,Mid-High
0.82,612.5,318.5,147,7,West,0.4,4,Mid-High
0.79,637,343,147,7,North,0.4,4,High
0.79,637,343,147,7,South,0.4,4,High
0.79,637,343,147,7,East,0.4,4,High
0.79,637,343,147,7,West,0.4,4,High
0.76,661.5,416.5,122.5,7,North,0.4,4,High
0.76,661.5,416.5,122.5,7,South,0.4,4,High
0.76,661.5,416.5,122.5,7,East,0.4,4,High
0.76,661.5,416.5,122.5,7,West,0.4,4,High
0.74,686,245,220.5,3.5,North,0.4,4,Low
0.74,686,245,220.5,3.5,South,0.4,4,Low
0.74,686,245,220.5,3.5,East,0.4,4,Low
0.74,686,245,220.5,3.5,West,0.4,4,Low
0.71,710.5,269.5,220.5,3.5,North,0.4,4,Low
0.71,710.5,269.5,220.5,3.5,South,0.4,4,Mid-Low
0.71,710.5,269.5,220.5,3.5,East,0.4,4,Low
0.71,710.5,269.5,220.5,3.5,West,0.4,4,Mid-Low
0.69,735,294,220.5,3.5,North,0.4,4,Low
0.69,735,294,220.5,3.5,South,0.4,4,Mid-Low
0.69,735,294,220.5,3.5,East,0.4,4,Low
0.69,735,294,220.5,3.5,West,0.4,4,Mid-Low
0.66,759.5,318.5,220.5,3.5,North,0.4,4,Mid-Low
0.66,759.5,318.5,220.5,3.5,South,0.4,4,Mid-Low
0.66,759.5,318.5,220.5,3.5,East,0.4,4,Mid-Low
0.66,759.5,318.5,220.5,3.5,West,0.4,4,Mid-Low
0.64,784,343,220.5,3.5,North,0.4,4,Mid-Low
0.64,784,343,220.5,3.5,South,0.4,4,Mid-Low
0.64,784,343,220.5,3.5,East,0.4,4,Mid-Low
0.64,784,343,220.5,3.5,West,0.4,4,Mid-Low
0.62,808.5,367.5,220.5,3.5,North,0.4,4,Mid-Low
0.62,808.5,367.5,220.5,3.5,South,0.4,4,Mid-Low
0.62,808.5,367.5,220.5,3.5,East,0.4,4,Mid-Low
0.62,808.5,367.5,220.5,3.5,West,0.4,4,Mid-Low
0.98,514.5,294,110.25,7,North,0.4,5,High
0.98,514.5,294,110.25,7,South,0.4,5,High
0.98,514.5,294,110.25,7,East,0.4,5,Mid-High
0.98,514.5,294,110.25,7,West,0.4,5,High
0.9,563.5,318.5,122.5,7,North,0.4,5,High
0.9,563.5,318.5,122.5,7,South,0.4,5,High
0.9,563.5,318.5,122.5,7,East,0.4,5,High
0.9,563.5,318.5,122.5,7,West,0.4,5,High
0.86,588,294,147,7,North,0.4,5,High
0.86,588,294,147,7,South,0.4,5,Mid-High
0.86,588,294,147,7,East,0.4,5,Mid-High
0.86,588,294,147,7,West,0.4,5,Mid-High
0.82,612.5,318.5,147,7,North,0.4,5,Mid-High
0.82,612.5,318.5,147,7,South,0.4,5,Mid-High
0.82,612.5,318.5,147,7,East,0.4,5,Mid-High
0.82,612.5,318.5,147,7,West,0.4,5,Mid-High
0.79,637,343,147,7,North,0.4,5,High
0.79,637,343,147,7,South,0.4,5,High
0.79,637,343,147,7,East,0.4,5,High
0.79,637,343,147,7,West,0.4,5,High
0.76,661.5,416.5,122.5,7,North,0.4,5,High
0.76,661.5,416.5,122.5,7,South,0.4,5,High
0.76,661.5,416.5,122.5,7,East,0.4,5,High
0.76,661.5,416.5,122.5,7,West,0.4,5,High
0.74,686,245,220.5,3.5,North,0.4,5,Low
0.74,686,245,220.5,3.5,South,0.4,5,Low
0.74,686,245,220.5,3.5,East,0.4,5,Low
0.74,686,245,220.5,3.5,West,0.4,5,Low
0.71,710.5,269.5,220.5,3.5,North,0.4,5,Low
0.71,710.5,269.5,220.5,3.5,South,0.4,5,Low
0.71,710.5,269.5,220.5,3.5,East,0.4,5,Low
0.71,710.5,269.5,220.5,3.5,West,0.4,5,Low
0.69,735,294,220.5,3.5,North,0.4,5,Low
0.69,735,294,220.5,3.5,South,0.4,5,Low
0.69,735,294,220.5,3.5,East,0.4,5,Low
0.69,735,294,220.5,3.5,West,0.4,5,Low
0.66,759.5,318.5,220.5,3.5,North,0.4,5,Mid-Low
0.66,759.5,318.5,220.5,3.5,South,0.4,5,Mid-Low
0.66,759.5,318.5,220.5,3.5,East,0.4,5,Mid-Low
0.66,759.5,318.5,220.5,3.5,West,0.4,5,Mid-Low
0.64,784,343,220.5,3.5,North,0.4,5,Mid-Low
0.64,784,343,220.5,3.5,South,0.4,5,Mid-Low
0.64,784,343,220.5,3.5,East,0.4,5,Mid-Low
0.64,784,343,220.5,3.5,West,0.4,5,Mid-Low
0.62,808.5,367.5,220.5,3.5,North,0.4,5,Mid-Low
0.62,808.5,367.5,220.5,3.5,South,0.4,5,Mid-Low
0.62,808.5,367.5,220.5,3.5,East,0.4,5,Mid-Low
0.62,808.5,367.5,220.5,3.5,West,0.4,5,Mid-Low
